0-15(%),65+(%),% Couple household with dependent children,White (%),Private rented (%),Household spaces with at least one usual resident (%),Unemployment Rate,% Highest level of qualification: Level 4 qualifications and above,Median Annual Household Income estimate (?),fire,Population density
9.942481512,3.944124897,7.863247863,57.02547247,53.2,95.58823529,10.05649718,52.5,34739.63899,9,129.1932059
11.17496807,5.300127714,7.890961263,61.04725415,53.8,95.08867667,8.529945554,58.4,38434.45912,6,142.3636364
11.0514198,6.216423638,7.166123779,53.9524175,49,97.15189873,7.226107226,47.8,29485.39834,9,125.8937198
21.43622722,7.931404073,13.65227538,63.07609861,22.5,98.61910242,9.442870633,42,35849.12501,14,141.5781487
22.97136038,9.964200477,11.88811189,45.34606205,11,99.30555556,11.328125,32.5,26437.95351,15,154.3278085
18.14316088,11.05598866,15.81469649,73.35223246,14.5,97.8125,9.668874172,41.5,36262.41823,5,102.9927007
18.14556331,5.633100698,13.05418719,64.60618146,24.4,96.55172414,7.437275986,45.9,40815.65152,6,128.9203085
21.80064309,10.54662379,11.02941176,47.07395498,9.1,98.69375907,14.20689655,26.6,25452.00235,10,140.7239819
16.06182796,7.594086022,14.88721805,76.34408602,26.8,98.66468843,5.38071066,58.9,50098.94552,2,133.572711
14.38263229,3.392130258,9.564293305,60.87743103,42.7,98.53403141,8.350730689,51.3,32108.65508,15,205.4832714
23.78854626,4.845814978,12.99524564,42.7942102,14.4,99.05808477,11.32764921,37.7,28214.45266,6,245.9752322
21.22186495,7.717041801,16.53386454,54.98392283,14.7,96.72447013,10.47765794,43.7,39537.86631,5,167.8812416
15.02145923,1.410177805,10.09174312,68.73083998,42.9,97.94608472,4.635761589,64.4,42929.70785,5,74.50890818
18.69455006,3.358681876,11.04387292,60.2661597,34,98.50968703,9.687184662,53.9,30446.91732,9,97.22735675
21.60611855,6.692160612,11.32897603,36.04206501,9.2,99.56616052,15.26418787,28.8,23322.2785,4,159.4512195
19.52267303,4.343675418,12.34285714,56.75417661,33.7,99.09399773,8.455284553,47.9,30013.28353,7,116.6481069
21.00225225,8.614864865,11.19894598,42.39864865,15,98.44357977,13.00904977,31.4,24186.11714,8,140.0630915
20.46223224,9.131905299,14.59537572,43.79932356,13.9,98.01699717,13.74133949,35.4,26137.9601,3,162.7522936
18.79699248,10.25290499,11.18530885,45.93301435,12.9,98.35796388,12.55060729,33.2,27096.01296,9,172.5235849
20,9.657534247,9.161490683,45.75342466,11.8,99.22958398,12.82401091,31.2,24488.26512,7,212.5181951
13.87082792,5.201560468,8.679245283,60.07802341,29.3,98.60465116,6.451612903,57.3,39602.66414,10,180.5164319
24.73910374,6.261510129,15.86608443,36.27992634,12.7,99.4211288,17.16129032,30.9,24816.53645,9,218.0722892
17.19209752,6.431273644,9.779735683,57.20891131,34.4,98.26839827,9.399293286,44.2,29628.03866,11,194.521668
22.0917226,6.823266219,13.67403315,47.65100671,17.3,97.97023004,11.52542373,32.2,26468.85852,12,175.6385069
18.07992203,7.797270955,10.93023256,48.0994152,26.9,98.96432681,10.54054054,40.9,27817.05472,9,168.0589681
15.63585823,10.77136901,10.88328076,46.56011119,14.7,99.37304075,13.25136612,31.4,23861.49982,12,141.6338583
19.49117768,5.416495691,10.79393399,49.69224456,20.7,98.76651982,8.915304606,44.2,29261.53405,11,175.8297258
18.11637672,8.218356329,9.575923393,53.50929814,19.2,99.18588874,17.3006135,29.8,22473.87819,9,110.1784534
14.26086957,5.608695652,10.16144349,64.91304348,31.9,97.40980574,7.552258935,51.4,39995.86348,8,168.2516459
19.71534001,7.274644175,9.385863268,39.95782815,13.9,99.1954023,16.52267819,30.6,23965.12205,10,308.9576547
18.10856658,4.792196777,9.108341323,54.8346056,38,98.30348728,8.211143695,43.8,27870.3879,12,152.7202073
15.94520548,8.602739726,8.515283843,51.94520548,20.5,98.92008639,11.6781158,41,28197.39517,11,166.3628077
14.51825781,6.159260889,10.16311167,52.17773867,22.6,99.00621118,9.671848014,32.4,26494.36825,8,299.0789474
7.992202729,1.819363223,4.581151832,71.21507472,62,96.58659924,5.697278912,65,47825.70171,6,114
4.315196998,1.000625391,4.408352668,75.29706066,72.2,95.45957918,3.574203574,67.5,54620.87999,9,44.75230898
14.13173653,4.550898204,6.463878327,55.68862275,28.9,98.01242236,5.47309833,49.4,33397.65572,7,190.2050114
6.425339367,3.34841629,3.79241517,63.71040724,48.1,98.42829077,4.683195592,58,39439.1916,3,143.3203632
25.54621849,9.243697479,12.96829971,34.11764706,28.2,96.25520111,15.48064919,28.1,24865.30404,7,169.8382493
27.66164317,6.806028196,13.71841155,36.80116675,18.8,97.53521127,15.85233442,29.5,25350.60192,7,184.9820144
29.17015926,2.682313495,17.91666667,48.11399832,31.5,94.67455621,11.54499151,38.1,27440.62962,4,119.1808192
27.31122089,3.669724771,14.40972222,35.14467184,27.3,98.46153846,12.23328592,34.3,27548.32417,4,88.45193508
25.1078516,2.588438309,14.47368421,51.33735979,61.1,97.79411765,10.64814815,43.5,28779.9645,4,273.9952719
24.70414201,7.396449704,14.30232558,45.71005917,25.7,98.73708381,11.12204724,33.9,27824.69553,6,191.6824197
38.56079404,5.062034739,39.71291866,57.76674938,35.4,97.51166407,12.15083799,16.8,29255.53947,12,220.4595186
27.89915966,7.507002801,16.28895184,42.01680672,26.9,97.64868603,14.97975709,21.5,24484.7104,7,212.5
32.20250522,7.933194154,18.57541899,52.03549061,23,96.36608345,14.36619718,18.4,26187.32892,9,111.6550117
13.23600973,9.00243309,8.385093168,57.76155718,22.6,98.6721144,7.627118644,38.3,29288.6662,6,21.09423116
23.57065804,10.62567422,14.41441441,52.75080906,17.1,97.65395894,11.84371184,24.1,25708.25158,4,109.7690941
21.19175627,6.137992832,15.94724221,40.72580645,9.7,96.52777778,9.768378651,38.1,25947.94098,7,24.94412159
18.81040892,8.178438662,10.44776119,45.05576208,29.5,90.67669173,9.583858764,33.2,28377.84066,9,10.65346535
25.63647128,9.82830077,16.36363636,53.70041445,13.6,98.37398374,12.05583756,21.6,26365.74643,5,120.4707561
24.23907028,10.62534588,13.94658754,48.25677919,15.1,98.97209985,13.55311355,24.6,24143.38432,11,82.58683729
24.5049505,7.735148515,16.03305785,35.14851485,15,98.6949429,12.96791444,20.1,19456.61141,6,222.2833563
27.6481149,5.745062837,14.00651466,31.5978456,10.3,99.51377634,13.36828309,20.3,18356.34429,5,368.061674
29.41176471,7.352941176,17.77777778,33.4398977,14.8,99.26470588,14.43932412,22.8,18995.31795,4,221.2164074
19.3442623,10.8852459,14.94607088,61.44262295,19,97.01046338,6.905055487,42,32543.79524,1,173.8882554
19.58568738,12.36660389,14.92537313,66.22724419,18.2,96.94533762,8.641975309,39.2,34811.28525,7,118.615041
22.33796296,11.5162037,18.19727891,50.23148148,12.4,97.83693844,11.58301158,27.4,28199.80734,6,89.21011874
15.1193634,6.153846154,12.66666667,67.16180371,39.1,96.27727856,4.457050243,52.9,37965.78196,5,233.0037083
12.28249744,6.755373593,9.171270718,60.90071648,41.3,93.58841779,7.717041801,47.3,32654.43028,10,43.88052998
20.36708111,10.59798697,7.710011507,38.72113677,12.3,98.97494305,16.68653159,30.5,21312.78129,6,260.6481481
16.66666667,9.189497717,12.73209549,68.60730594,29,95.08196721,5.514705882,48.3,35591.49708,10,152.0833333
16.28903858,7.409675444,11.82336182,64.48254746,31.6,97.2299169,7.129094412,49.1,33810.66727,8,132.2267206
16.40271493,8.088235294,11.20481928,57.74886878,25.4,95.40229885,8.552631579,41.5,31543.63019,9,193.4354486
15.55277951,8.369768894,9.864864865,56.83947533,36.6,96.1038961,8.583690987,43.7,30268.7093,9,197.654321
9.719737627,3.637447823,7.949790795,65.47406082,51.9,96.24161074,6.082725061,56.5,35109.8941,2,115.9751037
13.21562333,7.490636704,9.710982659,63.50989834,42.4,96.21802002,7.516339869,48.3,35854.88181,15,201.1840689
13.72002231,10.03904071,10.24590164,64.36140547,30.1,98.38709677,6.256109482,40.9,32206.04183,2,143.6698718
17.1848502,6.670435274,10.31446541,53.92877332,31.9,97.54601227,11.34615385,39.2,28032.85468,12,204.7453704
17.82376502,9.012016021,13.14984709,56.40854473,28.1,94.92017417,7.940161105,42,32429.02337,7,199.4673768
17.89679948,6.988896146,14.75409836,74.59177008,28.2,97.67103348,6.076210093,50.7,41717.97566,11,184.4578313
15.39923954,10.20278834,11.82654402,70.46894804,36.7,97.19029374,6.893004115,46.4,36368.98103,9,212.3822342
8.426339286,6.25,6.79916318,73.4375,44.2,96.46821393,4.40060698,65,41949.25008,7,237.6657825
16.63405088,6.131767776,13.52517986,78.79973907,39.4,98.44192635,4.664723032,64.3,48841.18481,3,186.4963504
11.89376443,8.025404157,8.680947012,70.90069284,39.6,97.57975798,6.746370623,55.8,36157.92689,5,262.0272315
15.16587678,11.37440758,8.731241473,52.80974949,27.7,96.82959049,9.888751545,38.7,25477.97635,4,209.5035461
21.36953955,4.998032271,15.35087719,58.36284927,26,94.52736318,7.661558961,49.2,32567.86764,6,236.8126747
16.1117717,8.263971463,19.66205837,71.87871581,31.3,96.30177515,7.221206581,50.4,44701.76747,1,143.8836612
20.81117021,12.83244681,25.13464991,83.90957447,25.5,96.03448276,5.230386052,58.9,64996.09604,4,75.0499002
14.72491909,18.28478964,11.99524941,71.08953614,26.4,94.18344519,5.981112277,49,36675.38187,13,72.93469709
17.44040151,7.528230866,16.61721068,69.51066499,32.5,97.11815562,5.846153846,51.1,42330.43605,4,183.429229
12.53229974,9.496124031,10.01494768,62.98449612,33,96.39769452,4.694323144,44.5,34281.01197,8,184.2857143
22.03969884,8.761122519,21.97092084,77.96030116,30,91.02941176,4.683840749,59.5,56020.35428,3,152.0291363
18.33333333,9.682539683,18.9279732,85.79365079,27,97.86885246,3.120936281,64,60245.23349,1,147.7139508
20.03676471,7.414215686,19.97126437,83.63970588,33.6,98.30508475,3.048180924,63.2,62625.59975,3,164.6821393
11.38938581,5.963029219,8.948545861,78.95050686,41.3,96.23250807,4.786324786,61.6,47000.16598,7,218.359375
19.28358209,5.552238806,15.06849315,64.35820896,36.2,98.25033647,7.676130389,50.1,35665.97273,10,202.5392987
19.34032984,13.11844078,19.51219512,82.60869565,36.4,93.03079417,2.85326087,63.5,68516.5743,10,57.4010327
16.55172414,9.103448276,11.90130624,69.31034483,31.6,97.59206799,7.061503417,50.2,35266.70625,7,235.0081037
21.05568445,9.570765661,21.05263158,71.22969838,27.6,98.36512262,6.962025316,51.6,45799.80221,8,91.99573106
20.36048064,5.874499332,13.39915374,59.87983979,41,95.81081081,7.364787112,55.9,33144.70235,4,219.9706314
13.38679827,7.711289328,10.96433289,71.3140037,42.9,97.05128205,7.059961315,54.8,36797.65152,10,90.45758929
15.03021148,14.72809668,12.91338583,72.73413897,24.4,95.2023988,7.077326343,55.3,47060.19794,3,72.78724574
11.52628246,10.19632679,12.92613636,65.35782141,42.5,92.998679,6.444906445,56.2,46486.97247,3,105.3368913
8.737151248,19.89720999,8.496732026,56.16740088,43,95.0310559,6.240928882,54.1,37280.71311,1,154.9488055
18.19537658,8.501118568,9.286898839,54.58612975,27.2,90.54054054,9.206798867,30.3,25935.52731,6,224.2474916
8.385093168,5.175983437,6.243805748,61.9047619,53.3,95.45884579,5.190839695,60.5,36554.72406,9,190.9090909
8.91521197,11.78304239,8.452535761,60.5361596,44.2,88.28932262,6.010362694,57,47679.97049,8,122.4427481
9.975216853,6.815365551,8.432147563,66.7905824,44.5,93.7037037,8.075117371,58.6,43636.15317,2,228.2885431
19.37299035,8.360128617,9.920634921,59.5659164,20.4,95.45454545,9.880239521,34,27799.98282,3,158.6734694
13.63636364,10.22727273,8.471760797,65.15151515,28.7,94.20970266,9.151193634,43.7,31019.85088,7,84.45297505
13.19924576,8.045254557,11.82065217,67.75612822,45.8,93.87755102,6.628242075,54.8,40953.34672,5,55.59049616
15.36231884,14.42028986,7.235890014,60.72463768,17.7,98.29302987,10.91445428,31.3,26723.89542,11,110.5769231
14.90196078,13.7254902,11.47994467,64.14565826,27,97.83491204,7.222787386,40.8,32215.80102,7,131.0572687
11.36690647,8.201438849,12.98482293,76.61870504,32,97.53289474,4.250559284,59.2,48468.65722,1,96.6620306
7.738095238,7.341269841,5.357142857,70.23809524,47.4,97.56097561,4.770642202,60.5,41235.5375,7,188.5286783
6.666666667,5.566343042,6.718346253,84.59546926,49.5,97.35849057,2.775510204,74.6,59306.26669,3,141.8732782
7.930029155,4.314868805,6.087936866,67.17201166,52.9,91.25514403,5.203252033,57.1,36348.9784,7,256.3527653
23.42683851,11.14480667,14.49814126,44.04852161,9.5,87.4796748,16.63837012,22.5,21568.49177,25,238.517179
7.946210269,3.91198044,5.942857143,70.11002445,56,96.15384615,5.887372014,58.1,38438.15318,3,378.7037037
13.55653128,8.671789243,11.20584653,72.00878156,32.4,98.08841099,6.465899026,49.5,35190.98003,7,207.2810011
21.919364,8.574673481,11.45139814,50.53946621,16.5,98.94598155,10.32547699,35.7,25954.12192,8,112.7400768
21.1514393,7.759699625,11.33333333,47.30913642,21.2,98.19967267,12.15846995,28.6,25243.56639,7,168.3877766
16.85750636,8.524173028,11.78343949,66.85750636,25.3,99.21011058,8.732057416,40.3,31179.67604,4,160.9007165
12.5082291,12.37656353,11.55015198,68.40026333,27.4,99.39577039,5.529953917,43.5,31807.78817,13,139.7424103
10.5785124,3.966942149,8.947368421,57.90633609,29.8,97.43589744,3.65448505,57.4,35632.45979,12,139.0804598
17.20351391,9.150805271,9.58677686,65.22693997,20,98.85620915,8.441558442,41.6,30654.58652,7,192.3943662
12.8256513,11.75684703,8.58652576,74.68269873,33.2,95.10050251,5.894736842,48,36766.73246,4,118.0599369
12.75541796,9.164086687,12.92217327,80.68111455,40.5,96.05077574,3.675777568,58.6,52186.86485,9,142.7939876
11.46424518,5.61861521,12.10826211,77.58229285,43.6,93.6,4.23797881,60.9,52499.65215,3,223.3206591
9.966329966,12.72727273,6.675749319,70.23569024,37.1,95.20103761,5.245153934,45.8,34707.69994,5,112.3298033
12.69669018,12.85946826,7.948442535,66.25067824,30.1,94.23076923,5.360443623,45.4,34298.50628,8,228.3767038
13.13506815,11.64807931,16.14906832,80.2354399,23.6,98.32061069,4.766949153,54.1,47652.93722,1,165.1995906
8.522167488,6.84729064,9.385863268,72.1182266,53.2,93.60086768,3.168754606,59.2,44278.19819,3,116.6666667
14.02188782,16.34746922,12.28070175,84.0629275,26.3,96.20253165,3.333333333,49.5,46206.56181,9,134.1284404
18.56484529,9.150757077,20.90032154,80.84265964,24.4,97.64521193,4.8098434,54.9,51437.48143,6,145.3588517
23.19018405,12.57668712,25.35211268,82.88343558,21.6,93.97058824,4.374240583,54.8,59872.11065,5,113.9063592
13.15254237,9.423728814,9.794628752,72.61016949,30.8,96.34703196,7.568807339,43.9,35329.71627,13,183.4577114
18.95384615,7.076923077,19.28057554,83.63076923,32.7,92.17506631,5.072463768,58.3,59013.35679,9,192.3076923
10.18246027,8.946439082,8.5995086,79.75279576,42.8,95.87750294,4.557640751,54.1,39484.41537,3,234.0220386
16.6767738,8.975136446,12.7753304,66.40388114,27,97.84482759,7.243243243,42,32297.16443,2,149.5013599
11.30204891,15.99471249,7.367149758,72.76933245,25.6,94.84536082,7.411907655,40,32254.45259,14,91.80825243
16.14583333,8.723958333,16.59125189,83.3984375,32.1,92.33983287,6.774193548,55.8,53498.07194,7,156.4154786
19.31464174,10.52959502,19.82116244,83.80062305,29.5,95.17730496,5.263157895,57.5,66015.02096,5,84.11949686
15.280595,10.54766734,14.5482389,77.14672076,29.1,95.46783626,3.930635838,56,53047.3887,6,130.7692308
21.80451128,7.393483709,24.00662252,86.5914787,32.9,90.69069069,3.036876356,65.4,70787.58223,1,162.3601221
23.82596685,7.389502762,14.55160745,50.89779006,12.2,98.00995025,13.08677098,29.6,23795.01526,6,262.7949183
17.79324056,6.361829026,14.09978308,79.42345924,35.5,95.1496388,4.441041348,62.5,52878.01184,14,174.9565217
17.00064641,6.011635423,18.38905775,89.20491273,43.3,93.20113314,4,64.2,62049.47156,5,192.4129353
20.36340852,6.203007519,22.64150943,87.03007519,40.1,93.94387001,3.714859438,67.2,65418.319,3,148.0519481
14.60534493,8.079552517,13.4751773,79.7389683,34.9,95.78804348,5.033881897,60.7,48992.93184,3,156.6699124
13.98243045,9.80966325,9.016393443,71.30307467,41.8,92.56449165,6.75990676,49.9,35212.69173,5,147.9956663
14.68178954,7.561436673,16.29955947,84.43604285,35.5,95.91549296,4.463437797,60.1,53985.14761,7,112.4734231
15.2173913,10.22326675,16.8,84.7826087,36.3,96.64948454,2.634054563,60.3,56957.87916,6,198.5997666
11.04933982,7.088255733,12.19512195,82.34885337,37.5,97.47399703,4.1015625,64.1,53756.81768,8,230.24
19.26323868,8.28856485,19.53818828,84.95778972,33.2,94.78114478,4.475703325,61.4,58815.93859,3,195.0598802
14.03593978,8.644973288,12.94498382,78.43613405,27,94.78527607,6.187929717,53.4,44894.07031,7,190.8248378
15.89831969,10.72813442,9.847715736,66.82464455,18,92.66227658,6.388642413,36.2,36019.59785,12,71.39341741
18.62567812,5.424954792,10.88709677,69.34900542,28.6,91.51291513,8.059701493,48.4,35752.13791,8,94.93562232
17.81059948,2.780191138,11.4334471,55.86446568,33.1,92.57503949,5.23415978,59.1,40774.68876,4,384.9498328
22.00357782,8.676207513,12.20825853,57.96064401,33.8,88.41269841,4.578754579,51.5,44714.57931,5,141.5189873
22.06477733,12.75303644,22.36842105,87.31443995,26.5,95.44740973,4.025974026,61.7,63393.4148,8,35.03546099
12.94964029,23.66906475,12.04644412,90.64748201,27,90.06535948,3.360215054,60.7,67757.46662,4,38.79430645
17.6510989,9.065934066,19.08646003,87.43131868,30.8,94.74497682,3.947368421,63.4,68261.5713,5,160.7064018
9.118915588,7.208872458,7.787391842,79.7905114,47.6,93.96051103,4.594820384,63.9,45601.22067,5,167.4922601
24.01719902,9.398034398,25.96153846,84.09090909,26.9,94.54545455,3.876852908,58.1,73711.63314,7,114.7286822
18.98890259,10.11097411,11.87410587,67.50924784,21.5,98.45070423,9.058823529,39,33950.55561,5,89.0719385
16.34668129,8.996160176,18.02631579,83.10477235,37.4,97.18670077,5.226480836,58.4,57341.2415,7,93.8722966
23.3974359,7.884615385,18.34415584,65.44871795,17.2,99.35483871,6.490384615,40.6,32751.07988,6,145.9307764
16.57838983,10.48728814,13.18553092,63.50635593,39.3,98.73271889,9.981684982,37.1,27108.97408,6,131.1111111
22.81312127,9.095427435,14.28571429,49.40357853,18,99.24050633,12.54019293,24.9,21323.98339,7,158.5500394
14.87716106,9.645131938,14.49426486,65.51410373,45.2,96.6733871,8.540925267,43.9,30885.0086,12,124.8154458
15.6668608,5.940594059,15.07731959,67.0937682,45.2,96.75810474,8.152173913,40.5,31082.44604,2,146.8776732
26.18900556,8.956145769,16.48351648,38.72760964,24.6,94.51038576,15.96045198,18.1,19808.70125,5,94.40233236
24.23580786,7.205240175,12.05164993,38.26419214,31,94.82993197,22.81553398,19.2,19371.8667,11,23.00640462
30.1242236,6.335403727,15.96244131,39.62732919,10.2,99.06976744,18.65546218,17.1,16166.85331,5,213.2450331
26.96411251,8.14742968,16.75675676,37.0029098,29.5,89.80582524,12.96101159,20.7,22063.8126,3,139.2302498
25.99544937,9.385665529,30.57722309,71.72923777,16.2,98.61538462,5.824175824,51.4,43970.47621,6,34.21564811
21.95860676,5.552751136,15.38461538,49.21756689,28.2,99.04761905,10.30534351,33.5,25136.62918,5,93.70860927
18.60047847,11.42344498,14.15220294,61.78229665,23.2,98.81266491,8.813928183,37.6,27277.70154,5,80.34598751
19.89366416,12.09570226,18.76988335,65.04209127,26.9,97.01646091,5.542168675,42,35539.77365,9,56.34048927
23.92254841,9.119300437,21.65725047,51.4678326,18.6,98.69888476,9.888579387,19.2,23786.01817,6,70.9348693
26.74094708,9.582172702,17.98449612,52.03342618,13,98.47328244,12.17150761,16.6,20308.06981,5,78.69355546
27.17325228,11.06382979,16.80960549,50.63829787,9.8,98.47972973,13.14623338,22.1,21635.03573,6,89.25664677
32.250443,5.611340815,19.08783784,45.54046072,16.4,98.33887043,14.61748634,22.7,22105.48577,4,156.0368664
25.47169811,13.98446171,14.80314961,49.61154273,13.4,97.24349158,12.76923077,16.2,19049.63452,6,86.63461538
26.81202121,4.478491456,13.93323657,40.18856806,38.9,98.99425287,12.54901961,24.9,21121.92933,4,82.21899225
27.7992278,7.528957529,17.19038817,44.78764479,16.5,98.72262774,12.3880597,22.7,22041.35406,2,61.52019002
29.13625304,5.474452555,17.54966887,45.49878345,18,97.10610932,13.77410468,22.3,22093.70332,7,57.96897038
15.27057079,8.302446256,13.41059603,68.5693106,35.9,98.53181077,7.200929152,47.3,32522.1591,7,68.86166411
